User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,weighted_aov,r_score,f_score,m_score,rfm_score,value_proxy_score,segment_name,segment_name_cn,business_role,action_priority
#461,22.0,Male,Rural,139798.0,Fashion,19.0,7.0,47.0,4384.0,Health & Beauty,325.0,35.0,TRUE,626.29,2,4,5,11,75.08,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#462,64.0,Female,Rural,109087.0,Technology,22.0,5.0,128.0,3285.0,Electronics,244.0,8.0,TRUE,657.0,2,3,4,9,58.31,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#463,47.0,Female,Urban,85031.0,Fashion,11.0,1.0,87.0,601.0,Books,327.0,29.0,TRUE,601.0,4,1,1,6,26.92,Other Customers,其他用户,Long-tail users,Nurture
#464,63.0,Female,Urban,53380.0,Technology,28.0,8.0,166.0,2232.0,Apparel,47.0,31.0,FALSE,279.0,1,5,3,9,47.89,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#465,22.0,Male,Rural,149951.0,Sports,16.0,1.0,163.0,148.0,Books,591.0,41.0,TRUE,148.0,3,1,1,5,12.62,Other Customers,其他用户,Long-tail users,Nurture
#466,29.0,Female,Rural,132507.0,Food,21.0,4.0,44.0,3666.0,Books,13.0,30.0,TRUE,916.5,2,3,4,9,61.76,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#467,33.0,Female,Rural,37071.0,Sports,3.0,3.0,88.0,3155.0,Books,380.0,22.0,TRUE,1051.67,5,2,4,11,61.77,Potential Customers,潜力用户,Growth engine,Convert
#468,43.0,Male,Rural,40074.0,Sports,22.0,6.0,76.0,788.0,Electronics,365.0,21.0,FALSE,131.33,2,4,1,7,29.04,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#469,43.0,Female,Urban,110724.0,Food,6.0,7.0,96.0,486.0,Electronics,342.0,12.0,TRUE,69.43,5,4,1,10,33.05,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#47,26.0,Female,Suburban,39033.0,Technology,4.0,4.0,32.0,997.0,Home & Kitchen,144.0,37.0,FALSE,249.25,5,3,1,9,33.86,Other Customers,其他用户,Long-tail users,Nurture
#470,38.0,Female,Rural,87843.0,Food,14.0,4.0,166.0,1069.0,Apparel,221.0,11.0,TRUE,267.25,3,3,2,8,31.62,Potential Customers,潜力用户,Growth engine,Convert
#471,56.0,Male,Urban,59901.0,Travel,24.0,9.0,43.0,3560.0,Books,73.0,2.0,FALSE,395.56,1,5,4,10,65.84,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#472,53.0,Male,Rural,31205.0,Travel,18.0,4.0,106.0,1105.0,Electronics,46.0,41.0,TRUE,276.25,3,3,2,8,30.66,Potential Customers,潜力用户,Growth engine,Convert
#473,50.0,Male,Rural,75661.0,Sports,17.0,1.0,178.0,3152.0,Apparel,504.0,2.0,FALSE,3152.0,3,1,4,8,55.08,Potential Customers,潜力用户,Growth engine,Convert
#474,47.0,Female,Rural,144661.0,Sports,4.0,7.0,178.0,3517.0,Apparel,274.0,34.0,FALSE,502.43,5,4,4,13,69.72,High-value Customers,高价值用户,Core profit engine,Stabilize
#475,54.0,Female,Urban,25906.0,Fashion,23.0,1.0,160.0,2402.0,Books,555.0,3.0,FALSE,2402.0,2,1,3,6,46.05,Potential Customers,潜力用户,Growth engine,Convert
#476,40.0,Female,Urban,22591.0,Fashion,15.0,9.0,80.0,2383.0,Home & Kitchen,208.0,16.0,FALSE,264.78,3,5,3,11,56.37,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#477,27.0,Male,Suburban,145576.0,Travel,11.0,5.0,12.0,1707.0,Books,124.0,4.0,TRUE,341.4,4,3,2,9,43.25,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#478,22.0,Male,Rural,82987.0,Travel,26.0,7.0,67.0,4466.0,Home & Kitchen,10.0,23.0,FALSE,638.0,1,4,5,10,73.46,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#479,53.0,Female,Suburban,83370.0,Fashion,3.0,5.0,41.0,222.0,Apparel,329.0,20.0,FALSE,44.4,5,3,1,9,25.64,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#48,43.0,Male,Rural,143193.0,Sports,5.0,8.0,112.0,3732.0,Home & Kitchen,585.0,23.0,TRUE,466.5,5,5,4,14,72.8,High-value Customers,高价值用户,Core profit engine,Stabilize
#480,51.0,Female,Suburban,100685.0,Fashion,3.0,3.0,40.0,1380.0,Electronics,187.0,25.0,TRUE,460.0,5,2,2,9,39.72,Potential Customers,潜力用户,Growth engine,Convert
#481,48.0,Male,Urban,130454.0,Technology,16.0,3.0,91.0,3827.0,Health & Beauty,543.0,30.0,TRUE,1275.67,3,2,4,9,64.0,Potential Customers,潜力用户,Growth engine,Convert
#482,27.0,Male,Urban,125487.0,Technology,5.0,5.0,52.0,358.0,Apparel,60.0,18.0,TRUE,71.6,5,3,1,9,26.78,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#483,36.0,Male,Suburban,74400.0,Fashion,21.0,3.0,144.0,1047.0,Electronics,442.0,42.0,FALSE,349.0,2,2,1,5,28.36,Potential Customers,潜力用户,Growth engine,Convert
#484,49.0,Male,Rural,45150.0,Technology,29.0,7.0,114.0,624.0,Apparel,217.0,11.0,TRUE,89.14,1,4,1,6,26.39,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#485,18.0,Female,Urban,51852.0,Food,10.0,8.0,10.0,987.0,Books,2.0,29.0,FALSE,123.38,4,5,1,10,40.05,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#486,22.0,Male,Rural,62870.0,Travel,19.0,0.0,70.0,307.0,Home & Kitchen,536.0,17.0,FALSE,0.0,2,1,1,4,7.28,Other Customers,其他用户,Long-tail users,Nurture
#487,62.0,Female,Rural,139796.0,Travel,25.0,3.0,23.0,3482.0,Apparel,356.0,26.0,TRUE,1160.67,1,2,4,7,57.12,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#488,21.0,Female,Suburban,72756.0,Fashion,4.0,3.0,189.0,2894.0,Electronics,165.0,23.0,TRUE,964.67,5,2,3,10,59.22,Potential Customers,潜力用户,Growth engine,Convert
#489,33.0,Female,Suburban,135357.0,Sports,29.0,1.0,15.0,248.0,Books,91.0,48.0,TRUE,248.0,1,1,1,3,10.39,Other Customers,其他用户,Long-tail users,Nurture
#49,19.0,Male,Rural,30805.0,Technology,1.0,3.0,49.0,4667.0,Home & Kitchen,589.0,27.0,TRUE,1555.67,5,2,5,12,78.13,Potential Customers,潜力用户,Growth engine,Convert
#490,41.0,Male,Suburban,139052.0,Fashion,29.0,5.0,112.0,537.0,Health & Beauty,167.0,20.0,TRUE,107.4,1,3,1,5,20.58,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#491,33.0,Male,Suburban,76481.0,Technology,19.0,2.0,19.0,2302.0,Books,207.0,45.0,TRUE,1151.0,2,2,3,7,46.55,Potential Customers,潜力用户,Growth engine,Convert
#492,19.0,Male,Urban,21283.0,Sports,11.0,6.0,80.0,3849.0,Home & Kitchen,282.0,2.0,TRUE,641.5,4,4,4,12,69.9,High-value Customers,高价值用户,Core profit engine,Stabilize
#493,45.0,Male,Urban,53691.0,Technology,2.0,4.0,99.0,3261.0,Books,65.0,24.0,FALSE,815.25,5,3,4,12,63.83,Potential Customers,潜力用户,Growth engine,Convert
#494,49.0,Female,Suburban,21125.0,Food,10.0,3.0,167.0,4001.0,Health & Beauty,516.0,31.0,FALSE,1333.67,4,2,4,10,67.89,Potential Customers,潜力用户,Growth engine,Convert
#495,44.0,Male,Urban,87065.0,Technology,29.0,4.0,158.0,4553.0,Electronics,157.0,27.0,TRUE,1138.25,1,3,5,9,68.82,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#496,37.0,Male,Suburban,148734.0,Food,11.0,7.0,135.0,3345.0,Apparel,306.0,2.0,FALSE,477.86,4,4,4,12,65.1,High-value Customers,高价值用户,Core profit engine,Stabilize
#497,41.0,Female,Rural,46170.0,Food,25.0,2.0,197.0,4651.0,Home & Kitchen,395.0,14.0,FALSE,2325.5,1,2,5,8,68.29,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#498,29.0,Male,Rural,28438.0,Technology,20.0,6.0,106.0,2923.0,Health & Beauty,74.0,4.0,FALSE,487.17,2,4,3,9,56.51,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#499,52.0,Female,Rural,40095.0,Technology,16.0,5.0,83.0,4824.0,Home & Kitchen,187.0,49.0,FALSE,964.8,3,3,5,11,77.48,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#5,25.0,Male,Suburban,49725.0,Travel,2.0,5.0,141.0,4502.0,Health & Beauty,53.0,10.0,TRUE,900.4,5,3,5,13,79.34,High-value Customers,高价值用户,Core profit engine,Stabilize
#50,37.0,Male,Suburban,55851.0,Sports,4.0,0.0,73.0,3915.0,Health & Beauty,419.0,6.0,FALSE,0.0,5,1,4,10,45.45,Potential Customers,潜力用户,Growth engine,Convert
#500,50.0,Female,Suburban,36154.0,Food,19.0,0.0,124.0,3370.0,Books,574.0,13.0,FALSE,0.0,2,1,4,7,35.22,Potential Customers,潜力用户,Growth engine,Convert
#501,50.0,Female,Rural,28004.0,Sports,23.0,6.0,179.0,585.0,Home & Kitchen,337.0,36.0,FALSE,97.5,2,4,1,7,25.74,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#502,60.0,Female,Urban,29752.0,Food,24.0,6.0,60.0,299.0,Health & Beauty,568.0,35.0,TRUE,49.83,1,4,1,6,21.65,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#503,54.0,Female,Rural,75426.0,Travel,11.0,0.0,65.0,4566.0,Apparel,240.0,44.0,TRUE,0.0,4,1,5,10,49.96,Potential Customers,潜力用户,Growth engine,Convert
#504,29.0,Female,Rural,128896.0,Food,14.0,8.0,50.0,2082.0,Apparel,533.0,8.0,TRUE,260.25,3,5,2,10,50.56,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#505,20.0,Female,Rural,46819.0,Sports,2.0,5.0,41.0,1571.0,Home & Kitchen,141.0,2.0,FALSE,314.2,5,3,2,10,44.07,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#506,18.0,Female,Urban,122168.0,Travel,23.0,1.0,24.0,4443.0,Electronics,265.0,6.0,TRUE,4443.0,2,1,5,8,65.8,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#507,50.0,Male,Suburban,112051.0,Fashion,28.0,4.0,71.0,4983.0,Home & Kitchen,139.0,31.0,TRUE,1245.75,1,3,5,9,73.15,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#508,57.0,Male,Urban,147905.0,Fashion,5.0,3.0,164.0,2411.0,Books,459.0,10.0,TRUE,803.67,5,2,3,10,53.22,Potential Customers,潜力用户,Growth engine,Convert
#509,27.0,Male,Suburban,44217.0,Sports,27.0,6.0,37.0,3473.0,Apparel,70.0,44.0,FALSE,578.83,1,4,4,9,59.8,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#51,45.0,Male,Urban,46832.0,Food,12.0,3.0,94.0,346.0,Apparel,85.0,26.0,FALSE,115.33,4,2,1,7,20.17,Other Customers,其他用户,Long-tail users,Nurture
#510,60.0,Male,Suburban,145949.0,Food,5.0,7.0,73.0,2178.0,Apparel,385.0,21.0,TRUE,311.14,5,4,3,12,53.84,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#511,61.0,Female,Rural,108708.0,Technology,19.0,0.0,196.0,1621.0,Apparel,198.0,42.0,FALSE,0.0,2,1,2,5,20.1,Potential Customers,潜力用户,Growth engine,Convert
#512,46.0,Male,Suburban,52994.0,Sports,21.0,4.0,195.0,704.0,Electronics,205.0,10.0,TRUE,176.0,2,3,1,6,24.03,Other Customers,其他用户,Long-tail users,Nurture
#513,30.0,Female,Urban,35036.0,Travel,12.0,2.0,139.0,3948.0,Electronics,568.0,23.0,TRUE,1974.0,4,2,4,10,65.36,Potential Customers,潜力用户,Growth engine,Convert
#514,29.0,Male,Urban,97275.0,Travel,18.0,0.0,136.0,3442.0,Health & Beauty,431.0,3.0,TRUE,0.0,3,1,4,8,36.14,Potential Customers,潜力用户,Growth engine,Convert
#515,48.0,Male,Suburban,117756.0,Fashion,4.0,2.0,45.0,1517.0,Home & Kitchen,325.0,32.0,FALSE,758.5,5,2,2,9,42.6,Potential Customers,潜力用户,Growth engine,Convert
#516,63.0,Male,Rural,69416.0,Travel,22.0,5.0,123.0,4697.0,Home & Kitchen,442.0,20.0,FALSE,939.4,2,3,5,10,74.21,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#517,19.0,Female,Rural,29587.0,Sports,17.0,6.0,22.0,3975.0,Books,288.0,10.0,FALSE,662.5,3,4,4,11,69.06,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#518,52.0,Male,Urban,130053.0,Travel,10.0,7.0,24.0,3033.0,Apparel,226.0,29.0,FALSE,433.29,4,4,4,12,62.37,High-value Customers,高价值用户,Core profit engine,Stabilize
#519,40.0,Female,Rural,115665.0,Sports,20.0,3.0,98.0,648.0,Electronics,64.0,41.0,FALSE,216.0,2,2,1,5,21.99,Other Customers,其他用户,Long-tail users,Nurture
#52,64.0,Male,Urban,83437.0,Food,28.0,5.0,160.0,2529.0,Books,416.0,2.0,TRUE,505.8,1,3,3,7,47.35,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#520,34.0,Female,Suburban,20645.0,Technology,6.0,2.0,197.0,938.0,Books,560.0,46.0,TRUE,469.0,5,2,1,8,32.29,Other Customers,其他用户,Long-tail users,Nurture
#521,43.0,Male,Suburban,50930.0,Fashion,25.0,4.0,31.0,3915.0,Books,498.0,34.0,TRUE,978.75,1,3,4,8,62.87,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#522,25.0,Male,Urban,101835.0,Travel,14.0,8.0,83.0,947.0,Electronics,60.0,37.0,FALSE,118.38,3,5,1,9,38.17,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#523,46.0,Male,Suburban,142232.0,Sports,11.0,5.0,34.0,4809.0,Home & Kitchen,397.0,20.0,FALSE,961.8,4,3,5,12,79.09,High-value Customers,高价值用户,Core profit engine,Stabilize
#524,43.0,Female,Urban,50090.0,Food,11.0,8.0,110.0,4607.0,Apparel,257.0,8.0,TRUE,575.88,4,5,5,14,81.59,High-value Customers,高价值用户,Core profit engine,Stabilize
#525,27.0,Male,Suburban,107489.0,Fashion,29.0,5.0,185.0,4873.0,Home & Kitchen,577.0,7.0,FALSE,974.6,1,3,5,9,73.38,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#526,43.0,Female,Urban,72142.0,Technology,18.0,1.0,180.0,4354.0,Books,239.0,6.0,TRUE,4354.0,3,1,5,9,66.66,Potential Customers,潜力用户,Growth engine,Convert
#527,51.0,Female,Rural,131979.0,Sports,27.0,4.0,126.0,4568.0,Apparel,38.0,11.0,FALSE,1142.0,1,3,5,9,69.68,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#528,58.0,Male,Suburban,46475.0,Technology,23.0,8.0,175.0,2372.0,Health & Beauty,25.0,44.0,TRUE,296.5,2,5,3,10,51.46,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#529,24.0,Male,Suburban,38888.0,Technology,22.0,7.0,50.0,3420.0,Books,410.0,18.0,FALSE,488.57,2,4,4,10,62.08,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#53,24.0,Male,Urban,135725.0,Technology,27.0,4.0,166.0,1090.0,Electronics,482.0,45.0,TRUE,272.5,1,3,2,6,27.26,Potential Customers,潜力用户,Growth engine,Convert
#530,21.0,Female,Urban,63732.0,Travel,18.0,6.0,182.0,2658.0,Home & Kitchen,461.0,42.0,FALSE,443.0,3,4,3,10,53.79,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#531,62.0,Female,Urban,101623.0,Travel,24.0,0.0,97.0,4798.0,Home & Kitchen,571.0,29.0,TRUE,0.0,1,1,5,7,47.03,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#532,28.0,Female,Suburban,66305.0,Sports,23.0,3.0,177.0,4411.0,Home & Kitchen,417.0,25.0,TRUE,1470.33,2,2,5,9,68.18,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#533,46.0,Male,Urban,66037.0,Food,11.0,6.0,119.0,2096.0,Electronics,357.0,21.0,FALSE,349.33,4,4,3,11,48.98,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#534,53.0,Female,Suburban,29346.0,Sports,21.0,6.0,129.0,3773.0,Books,383.0,46.0,FALSE,628.83,2,4,4,10,65.38,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#535,42.0,Male,Rural,20587.0,Food,12.0,5.0,106.0,1664.0,Apparel,158.0,3.0,TRUE,332.8,4,3,2,9,42.35,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#536,38.0,Female,Urban,32763.0,Technology,5.0,7.0,154.0,4118.0,Home & Kitchen,569.0,18.0,FALSE,588.29,5,4,5,14,76.58,High-value Customers,高价值用户,Core profit engine,Stabilize
#537,53.0,Female,Suburban,79165.0,Fashion,23.0,5.0,66.0,1940.0,Home & Kitchen,433.0,24.0,TRUE,388.0,2,3,2,7,41.09,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#538,27.0,Male,Rural,127481.0,Sports,9.0,9.0,139.0,3391.0,Electronics,48.0,47.0,TRUE,376.78,4,5,4,13,69.21,High-value Customers,高价值用户,Core profit engine,Stabilize
#539,54.0,Female,Rural,89615.0,Sports,27.0,2.0,105.0,2987.0,Apparel,328.0,38.0,FALSE,1493.5,1,2,3,6,51.13,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#54,61.0,Female,Urban,33944.0,Food,24.0,0.0,188.0,3410.0,Books,456.0,13.0,FALSE,0.0,1,1,4,6,33.66,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#540,26.0,Male,Suburban,56116.0,Food,25.0,3.0,130.0,826.0,Books,433.0,10.0,TRUE,275.33,1,2,1,4,23.03,Other Customers,其他用户,Long-tail users,Nurture
#541,41.0,Male,Urban,140987.0,Technology,9.0,2.0,71.0,1344.0,Health & Beauty,431.0,27.0,TRUE,672.0,4,2,2,8,38.59,Potential Customers,潜力用户,Growth engine,Convert
#542,52.0,Female,Suburban,105751.0,Technology,22.0,0.0,146.0,3560.0,Electronics,56.0,12.0,FALSE,0.0,2,1,4,7,36.14,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#543,52.0,Male,Rural,111353.0,Food,10.0,9.0,77.0,3818.0,Books,577.0,7.0,TRUE,424.22,4,5,4,13,73.78,High-value Customers,高价值用户,Core profit engine,Stabilize
#544,53.0,Male,Suburban,110301.0,Technology,22.0,4.0,90.0,1165.0,Health & Beauty,268.0,17.0,TRUE,291.25,2,3,2,7,30.31,Potential Customers,潜力用户,Growth engine,Convert
#545,35.0,Female,Urban,115648.0,Travel,19.0,0.0,26.0,4871.0,Home & Kitchen,69.0,1.0,TRUE,0.0,2,1,5,8,49.62,Potential Customers,潜力用户,Growth engine,Convert
#546,56.0,Male,Rural,45556.0,Fashion,1.0,0.0,126.0,382.0,Home & Kitchen,449.0,26.0,TRUE,0.0,5,1,1,7,14.08,Other Customers,其他用户,Long-tail users,Nurture
#547,49.0,Male,Suburban,79042.0,Sports,7.0,1.0,59.0,1181.0,Apparel,257.0,15.0,FALSE,1181.0,5,1,2,8,38.56,Potential Customers,潜力用户,Growth engine,Convert
#548,41.0,Male,Urban,38099.0,Fashion,4.0,3.0,121.0,3985.0,Health & Beauty,490.0,33.0,TRUE,1328.33,5,2,4,11,69.64,Potential Customers,潜力用户,Growth engine,Convert
#549,40.0,Female,Rural,129089.0,Sports,1.0,5.0,103.0,2981.0,Home & Kitchen,49.0,37.0,FALSE,596.2,5,3,3,11,62.33,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#55,25.0,Female,Rural,39873.0,Technology,10.0,3.0,98.0,1026.0,Apparel,297.0,19.0,TRUE,342.0,4,2,1,7,31.81,Potential Customers,潜力用户,Growth engine,Convert
#550,49.0,Male,Urban,65096.0,Travel,15.0,7.0,177.0,2684.0,Home & Kitchen,316.0,47.0,TRUE,383.43,3,4,3,10,56.51,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#551,54.0,Female,Rural,91986.0,Technology,8.0,2.0,195.0,3070.0,Apparel,413.0,31.0,FALSE,1535.0,4,2,4,10,58.44,Potential Customers,潜力用户,Growth engine,Convert
#552,29.0,Female,Suburban,33230.0,Food,12.0,0.0,94.0,1252.0,Books,434.0,35.0,TRUE,0.0,4,1,2,7,19.38,Potential Customers,潜力用户,Growth engine,Convert
#553,30.0,Male,Urban,49009.0,Travel,22.0,2.0,158.0,3597.0,Home & Kitchen,2.0,1.0,FALSE,1798.5,2,2,4,8,58.46,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#554,40.0,Male,Rural,90969.0,Fashion,22.0,2.0,155.0,1047.0,Electronics,145.0,8.0,TRUE,523.5,2,2,1,5,28.98,Potential Customers,潜力用户,Growth engine,Convert
#555,42.0,Male,Urban,53866.0,Food,18.0,4.0,192.0,4860.0,Electronics,366.0,12.0,TRUE,1215.0,3,3,5,11,75.53,Potential Customers,潜力用户,Growth engine,Convert
#556,52.0,Female,Urban,125400.0,Technology,15.0,3.0,166.0,1817.0,Books,420.0,19.0,TRUE,605.67,3,2,2,7,42.35,Potential Customers,潜力用户,Growth engine,Convert
#557,58.0,Male,Suburban,104246.0,Travel,17.0,3.0,161.0,166.0,Health & Beauty,573.0,25.0,TRUE,55.33,3,2,1,6,15.53,Other Customers,其他用户,Long-tail users,Nurture
#558,47.0,Male,Urban,96975.0,Food,29.0,8.0,83.0,736.0,Apparel,561.0,32.0,FALSE,92.0,1,5,1,7,30.11,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#559,34.0,Male,Rural,61855.0,Travel,14.0,6.0,118.0,413.0,Electronics,444.0,12.0,FALSE,68.83,3,4,1,8,26.89,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#56,64.0,Female,Rural,60372.0,Food,23.0,5.0,40.0,3538.0,Apparel,112.0,1.0,TRUE,707.6,2,3,4,9,60.66,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#560,37.0,Male,Rural,101557.0,Travel,14.0,3.0,154.0,3497.0,Electronics,434.0,13.0,TRUE,1165.67,3,2,4,9,61.44,Potential Customers,潜力用户,Growth engine,Convert
#561,42.0,Male,Rural,26416.0,Technology,18.0,2.0,27.0,664.0,Books,555.0,28.0,FALSE,332.0,3,2,1,6,22.64,Other Customers,其他用户,Long-tail users,Nurture
#562,39.0,Female,Rural,92516.0,Sports,20.0,5.0,51.0,1701.0,Health & Beauty,57.0,1.0,TRUE,340.2,2,3,2,7,39.85,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#563,30.0,Female,Suburban,75915.0,Food,18.0,2.0,110.0,925.0,Health & Beauty,562.0,6.0,TRUE,462.5,3,2,1,6,27.67,Other Customers,其他用户,Long-tail users,Nurture
#564,36.0,Male,Urban,38058.0,Technology,16.0,5.0,54.0,3770.0,Books,178.0,8.0,FALSE,754.0,3,3,4,10,65.76,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#565,53.0,Male,Suburban,96637.0,Travel,1.0,8.0,91.0,1125.0,Electronics,293.0,4.0,FALSE,140.62,5,5,2,12,44.41,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#566,29.0,Male,Urban,60718.0,Technology,23.0,5.0,26.0,2351.0,Apparel,46.0,5.0,FALSE,470.2,2,3,3,8,46.78,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#567,58.0,Male,Urban,52602.0,Sports,27.0,3.0,82.0,4857.0,Electronics,170.0,25.0,TRUE,1619.0,1,2,5,8,70.94,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#568,36.0,Female,Urban,94658.0,Food,11.0,4.0,23.0,904.0,Health & Beauty,271.0,22.0,TRUE,226.0,4,3,1,8,30.26,Other Customers,其他用户,Long-tail users,Nurture
#569,29.0,Male,Suburban,98112.0,Sports,15.0,5.0,186.0,2551.0,Electronics,417.0,28.0,FALSE,510.2,3,3,3,9,52.5,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#57,52.0,Female,Suburban,109464.0,Food,25.0,9.0,187.0,2707.0,Health & Beauty,230.0,40.0,FALSE,300.78,1,5,3,9,56.46,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#570,26.0,Female,Urban,78067.0,Fashion,12.0,2.0,166.0,4731.0,Apparel,139.0,39.0,TRUE,2365.5,4,2,5,11,73.76,Potential Customers,潜力用户,Growth engine,Convert
#571,24.0,Female,Suburban,47516.0,Food,8.0,7.0,141.0,1491.0,Home & Kitchen,247.0,23.0,FALSE,213.0,4,4,2,10,44.55,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#572,45.0,Male,Rural,149295.0,Sports,22.0,3.0,91.0,1335.0,Electronics,148.0,4.0,FALSE,445.0,2,2,2,6,32.83,Potential Customers,潜力用户,Growth engine,Convert
#573,31.0,Female,Rural,107969.0,Travel,20.0,7.0,157.0,4132.0,Books,230.0,4.0,FALSE,590.29,2,4,5,11,71.59,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#574,48.0,Female,Urban,21089.0,Food,6.0,9.0,129.0,3380.0,Home & Kitchen,374.0,47.0,FALSE,375.56,5,5,4,14,70.08,High-value Customers,高价值用户,Core profit engine,Stabilize
#575,36.0,Female,Suburban,57346.0,Food,3.0,9.0,129.0,4823.0,Books,80.0,21.0,FALSE,535.89,5,5,5,15,88.04,High-value Customers,高价值用户,Core profit engine,Stabilize
#576,64.0,Female,Rural,94663.0,Technology,28.0,2.0,56.0,4944.0,Books,65.0,37.0,FALSE,2472.0,1,2,5,8,69.75,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#577,33.0,Male,Suburban,30487.0,Travel,24.0,9.0,116.0,3649.0,Books,88.0,41.0,TRUE,405.44,1,5,4,10,66.72,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#578,22.0,Male,Suburban,20155.0,Fashion,26.0,6.0,117.0,4300.0,Electronics,88.0,2.0,TRUE,716.67,1,4,5,10,70.31,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#579,52.0,Female,Urban,143950.0,Sports,13.0,8.0,18.0,4241.0,Health & Beauty,204.0,7.0,FALSE,530.12,4,5,5,14,76.68,High-value Customers,高价值用户,Core profit engine,Stabilize
#58,31.0,Male,Suburban,35379.0,Technology,21.0,9.0,29.0,1174.0,Home & Kitchen,96.0,32.0,TRUE,130.44,2,5,2,9,40.71,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#580,29.0,Male,Rural,87494.0,Technology,13.0,3.0,88.0,1454.0,Home & Kitchen,382.0,49.0,FALSE,484.67,4,2,2,8,37.71,Potential Customers,潜力用户,Growth engine,Convert
#581,42.0,Male,Urban,96229.0,Sports,2.0,7.0,164.0,1936.0,Apparel,476.0,16.0,FALSE,276.57,5,4,2,11,51.42,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#582,38.0,Male,Urban,124648.0,Fashion,5.0,2.0,24.0,2992.0,Health & Beauty,573.0,17.0,TRUE,1496.0,5,2,3,10,58.94,Potential Customers,潜力用户,Growth engine,Convert
